days,date,Jam,Deposit,Coin,Transaksi,Jumlah,Buy,Sell,Penarikan
Senin,5,3,500.000,bnb,421,816,2.000.000,247,500.000
Minggu,2,0,100.000,bnb,568,7,1.555.345.355,353,100.000
Selasa,26,4,100.000,bnb,414,52,1.555.345.355,319,100.000
Senin,9,5,500.000,mtc,424,639,100.000,308,100.000
Rabu,2,9,50.000,btc,573,565,100.000,366,2.000.000
Rabu,21,6,50.000,mtc,569,528,2.000.000,394,100.000
Rabu,10,6,50.000,mtc,531,772,100.000,463,2.000.000
Senin,17,4,500.000,mtc,593,913,100.000,254,100.000
Kamis,27,8,100.000,bnb,367,284,2.000.000,416,2.000.000
Senin,9,6,50.000,btc,228,752,2.000.000,148,100.000
Selasa,6,1,100.000,bnb,214,188,1.555.345.355,305,2.000.000
Kamis,4,7,100.000,bnb,254,896,100.000,391,100.000
Rabu,14,10,50.000,bnb,283,538,1.555.345.355,280,100.000
Rabu,5,3,100.000,mtc,596,810,2.000.000,131,500.000
Kamis,6,11,50.000,btc,225,908,100.000,297,100.000
Sabtu,25,6,100.000,bnb,385,279,100.000,344,100.000
Minggu,3,4,50.000,mtc,391,725,100.000,401,2.000.000
Kamis,7,4,100.000,mtc,410,399,100.000,328,2.000.000
Minggu,15,10,500.000,mtc,517,941,1.555.345.355,297,2.000.000
Selasa,27,5,500.000,btc,578,390,100.000,373,2.000.000
Selasa,6,6,100.000,bnb,384,655,2.000.000,335,100.000
Rabu,1,8,100.000,btc,508,517,2.000.000,223,500.000
Selasa,17,1,50.000,btc,489,191,100.000,350,500.000
Rabu,25,1,100.000,bnb,509,426,100.000,356,500.000
Selasa,8,7,50.000,mtc,483,141,100.000,198,100.000
Sabtu,15,9,100.000,mtc,457,70,1.555.345.355,440,100.000
Sabtu,21,7,100.000,btc,587,632,2.000.000,235,2.000.000
Kamis,18,10,100.000,mtc,533,249,1.555.345.355,441,100.000
Sabtu,26,8,500.000,mtc,596,729,2.000.000,417,100.000
Rabu,5,5,500.000,btc,507,232,1.555.345.355,485,500.000
Rabu,20,9,500.000,bnb,532,649,2.000.000,106,100.000
Selasa,18,11,100.000,mtc,507,18,1.555.345.355,375,2.000.000
Selasa,27,3,100.000,btc,226,151,2.000.000,487,100.000
Minggu,15,3,50.000,mtc,256,873,1.555.345.355,420,100.000
Senin,25,2,500.000,bnb,221,267,1.555.345.355,261,100.000
Sabtu,5,6,100.000,bnb,311,928,100.000,142,2.000.000
Rabu,13,0,500.000,mtc,579,792,100.000,360,2.000.000
Senin,14,9,500.000,mtc,516,304,2.000.000,373,100.000
Senin,4,1,500.000,mtc,435,957,2.000.000,133,100.000
Selasa,13,11,500.000,bnb,412,700,2.000.000,132,500.000
Rabu,27,4,50.000,mtc,224,675,2.000.000,131,100.000
Rabu,30,4,50.000,bnb,492,339,1.555.345.355,423,500.000
Senin,2,10,50.000,mtc,357,1,2.000.000,211,100.000
Jumat,28,4,100.000,bnb,300,927,100.000,255,2.000.000
Jumat,21,5,50.000,bnb,591,692,100.000,376,2.000.000
Kamis,28,9,500.000,btc,306,195,1.555.345.355,277,100.000
Sabtu,25,4,100.000,bnb,560,66,1.555.345.355,451,100.000
Jumat,13,3,50.000,bnb,200,924,1.555.345.355,212,100.000
Jumat,17,2,50.000,btc,237,585,2.000.000,154,2.000.000
Minggu,26,4,100.000,btc,570,194,1.555.345.355,440,100.000
Selasa,23,4,50.000,mtc,578,835,1.555.345.355,172,100.000
Rabu,18,11,100.000,btc,427,171,2.000.000,316,100.000
Senin,14,9,500.000,mtc,258,413,100.000,184,100.000
Selasa,30,3,50.000,mtc,594,788,100.000,128,100.000
Kamis,7,7,500.000,bnb,375,104,1.555.345.355,461,500.000
Selasa,23,6,500.000,btc,231,44,1.555.345.355,213,2.000.000
Rabu,27,4,100.000,btc,481,959,100.000,160,500.000
Kamis,21,5,500.000,mtc,343,416,2.000.000,439,100.000
Senin,16,8,500.000,btc,415,132,2.000.000,323,2.000.000
Senin,3,7,100.000,btc,261,465,1.555.345.355,165,2.000.000
Senin,28,3,500.000,bnb,235,915,1.555.345.355,175,2.000.000
Jumat,19,3,100.000,btc,586,493,100.000,342,500.000
Kamis,25,10,500.000,mtc,312,188,1.555.345.355,475,100.000
Minggu,18,8,50.000,mtc,256,512,1.555.345.355,131,2.000.000
Selasa,30,1,100.000,bnb,458,980,1.555.345.355,110,2.000.000
Jumat,15,0,50.000,btc,464,509,100.000,489,100.000
Rabu,23,5,500.000,mtc,577,919,100.000,479,500.000
Minggu,14,8,500.000,btc,432,230,100.000,226,2.000.000
Jumat,30,3,500.000,btc,385,140,2.000.000,133,500.000
Rabu,23,4,500.000,btc,440,823,100.000,403,500.000
Jumat,8,11,100.000,mtc,313,701,100.000,183,100.000
Minggu,2,10,500.000,btc,530,980,2.000.000,452,500.000
Minggu,4,10,500.000,btc,507,956,100.000,482,500.000
Rabu,10,2,100.000,btc,384,929,2.000.000,211,100.000
Kamis,2,2,100.000,btc,297,943,1.555.345.355,180,2.000.000
Minggu,27,1,500.000,btc,589,386,2.000.000,465,100.000
Kamis,23,2,500.000,bnb,325,243,1.555.345.355,115,100.000
Jumat,29,6,50.000,mtc,460,530,2.000.000,444,500.000
Sabtu,28,7,50.000,bnb,512,270,2.000.000,482,100.000
Rabu,29,7,500.000,bnb,424,601,2.000.000,269,500.000
Kamis,27,4,100.000,btc,213,614,100.000,157,500.000
Kamis,7,1,500.000,btc,239,139,100.000,357,100.000
Jumat,12,3,50.000,bnb,229,674,100.000,487,2.000.000
Sabtu,28,7,100.000,mtc,531,279,100.000,355,100.000
Rabu,19,5,100.000,btc,581,22,100.000,397,500.000
Selasa,18,4,100.000,bnb,533,828,1.555.345.355,354,2.000.000
Senin,9,8,500.000,mtc,521,330,2.000.000,157,2.000.000
Kamis,29,1,50.000,bnb,315,874,100.000,472,100.000
Jumat,30,11,100.000,btc,390,992,100.000,208,100.000
Rabu,27,6,50.000,bnb,475,292,2.000.000,296,2.000.000
Kamis,10,9,500.000,btc,364,410,1.555.345.355,319,100.000
Jumat,17,3,100.000,mtc,512,535,2.000.000,443,2.000.000
Sabtu,3,0,100.000,mtc,444,47,1.555.345.355,207,2.000.000
Senin,11,2,500.000,mtc,571,176,100.000,386,2.000.000
Senin,21,6,500.000,mtc,498,366,2.000.000,156,500.000
Sabtu,23,9,100.000,mtc,521,710,100.000,483,100.000
Minggu,3,4,100.000,bnb,432,261,100.000,468,500.000
Jumat,21,5,50.000,bnb,351,997,100.000,393,2.000.000
Senin,21,7,50.000,btc,499,224,2.000.000,181,100.000
Selasa,6,5,500.000,btc,513,542,100.000,464,2.000.000
Rabu,19,5,100.000,mtc,228,942,1.555.345.355,432,100.000
Rabu,7,1,50.000,mtc,288,715,2.000.000,343,100.000
Sabtu,27,0,100.000,mtc,305,232,1.555.345.355,110,500.000
Selasa,17,8,500.000,mtc,584,464,100.000,164,2.000.000
Senin,5,7,50.000,mtc,390,423,100.000,352,100.000
Sabtu,15,8,50.000,btc,226,334,100.000,171,100.000
Rabu,16,2,500.000,mtc,525,472,100.000,189,100.000
Sabtu,30,4,50.000,btc,220,77,1.555.345.355,216,100.000
Kamis,20,4,100.000,mtc,506,848,2.000.000,315,500.000
Rabu,1,1,500.000,mtc,503,666,100.000,457,2.000.000
Minggu,9,9,50.000,bnb,484,970,100.000,161,2.000.000
Selasa,15,1,500.000,bnb,478,71,2.000.000,276,500.000
Senin,13,0,50.000,bnb,280,10,100.000,399,2.000.000
Senin,19,1,500.000,mtc,221,465,2.000.000,176,500.000
Senin,1,4,100.000,bnb,490,246,100.000,317,100.000
Selasa,27,1,500.000,mtc,316,433,1.555.345.355,485,100.000
Senin,10,1,50.000,mtc,323,519,2.000.000,499,2.000.000
Rabu,4,6,100.000,bnb,241,197,1.555.345.355,256,100.000
Jumat,17,3,500.000,mtc,284,401,100.000,451,500.000
Minggu,7,5,50.000,btc,579,844,1.555.345.355,474,2.000.000
Minggu,22,9,50.000,btc,520,292,2.000.000,369,500.000
Senin,16,6,100.000,mtc,400,65,2.000.000,288,100.000
Kamis,5,0,500.000,btc,336,586,2.000.000,277,2.000.000
Kamis,1,6,500.000,btc,412,721,2.000.000,203,500.000
Sabtu,6,0,50.000,btc,231,37,2.000.000,497,500.000
Jumat,13,10,500.000,bnb,505,944,100.000,168,2.000.000
Rabu,23,0,100.000,bnb,582,315,2.000.000,123,500.000
Senin,10,1,100.000,mtc,409,613,2.000.000,117,500.000
Senin,27,11,100.000,mtc,448,978,100.000,199,2.000.000
Selasa,13,5,500.000,bnb,356,456,2.000.000,398,100.000
Rabu,7,11,500.000,mtc,584,588,1.555.345.355,369,100.000
Minggu,10,8,100.000,btc,594,336,2.000.000,158,2.000.000
Jumat,3,5,50.000,mtc,312,304,100.000,384,2.000.000
Minggu,30,2,100.000,btc,508,50,1.555.345.355,262,2.000.000
Kamis,4,8,500.000,btc,471,561,1.555.345.355,305,100.000
Jumat,16,10,50.000,mtc,537,648,100.000,440,500.000
Senin,16,9,500.000,bnb,463,42,100.000,443,500.000
Jumat,19,7,500.000,mtc,340,510,2.000.000,191,2.000.000
Rabu,20,8,50.000,bnb,564,163,1.555.345.355,123,500.000
Senin,25,0,50.000,btc,311,332,2.000.000,174,100.000
Sabtu,11,9,500.000,btc,260,402,2.000.000,205,2.000.000
Selasa,1,7,100.000,btc,371,602,100.000,250,100.000
Jumat,15,3,100.000,mtc,532,862,100.000,492,2.000.000
Senin,20,6,100.000,btc,490,8,2.000.000,187,2.000.000
Sabtu,6,0,100.000,bnb,272,342,2.000.000,141,500.000
Jumat,5,9,100.000,bnb,271,257,100.000,485,2.000.000
Jumat,1,1,50.000,mtc,450,456,2.000.000,198,2.000.000
Senin,26,9,50.000,btc,405,321,2.000.000,291,100.000
Jumat,24,2,500.000,mtc,537,652,100.000,499,100.000
Sabtu,22,0,100.000,mtc,328,397,100.000,337,2.000.000
Rabu,11,8,500.000,btc,568,357,100.000,460,500.000
Senin,10,0,100.000,mtc,475,972,100.000,388,2.000.000
Selasa,18,6,50.000,bnb,417,578,100.000,193,100.000
Sabtu,20,5,100.000,btc,344,213,2.000.000,109,500.000
Sabtu,23,11,500.000,btc,324,388,1.555.345.355,238,100.000
Kamis,8,2,500.000,mtc,285,399,100.000,159,2.000.000
Selasa,29,9,500.000,mtc,365,531,1.555.345.355,135,500.000
Senin,29,2,500.000,mtc,264,234,100.000,108,2.000.000
Rabu,29,8,50.000,bnb,533,387,2.000.000,208,500.000
Sabtu,23,3,100.000,btc,349,117,2.000.000,469,500.000
Sabtu,8,0,100.000,bnb,206,653,2.000.000,204,100.000
Rabu,1,0,50.000,btc,413,918,1.555.345.355,488,100.000
Rabu,20,0,50.000,btc,300,246,100.000,262,100.000
Kamis,24,8,500.000,bnb,554,129,2.000.000,495,100.000
Minggu,25,5,100.000,mtc,344,303,1.555.345.355,103,2.000.000
Rabu,19,3,100.000,btc,234,30,2.000.000,207,2.000.000
Kamis,2,1,500.000,bnb,206,108,2.000.000,226,100.000
Selasa,25,7,500.000,bnb,494,125,2.000.000,476,100.000
Rabu,19,6,50.000,btc,533,934,1.555.345.355,450,500.000
Senin,12,8,500.000,mtc,568,832,100.000,296,2.000.000
Rabu,29,10,100.000,btc,441,352,100.000,452,100.000
Selasa,12,9,50.000,mtc,547,325,1.555.345.355,409,2.000.000
Jumat,23,10,50.000,mtc,555,258,100.000,219,500.000
Rabu,11,1,50.000,btc,392,772,2.000.000,288,2.000.000
Senin,14,2,100.000,bnb,421,961,100.000,288,500.000
Jumat,8,9,500.000,mtc,270,990,1.555.345.355,235,500.000
Jumat,10,7,500.000,mtc,225,553,2.000.000,139,100.000
Selasa,12,8,500.000,btc,469,644,2.000.000,377,100.000
Rabu,24,9,100.000,bnb,508,925,1.555.345.355,255,500.000
Minggu,20,10,500.000,mtc,410,35,100.000,258,100.000
Minggu,9,10,50.000,btc,578,842,100.000,321,100.000
Senin,7,4,500.000,mtc,458,755,2.000.000,421,2.000.000
Kamis,26,7,100.000,btc,284,185,1.555.345.355,178,2.000.000
Kamis,4,5,100.000,bnb,499,798,1.555.345.355,395,500.000
Jumat,22,1,50.000,mtc,349,625,100.000,438,500.000
Rabu,22,9,500.000,mtc,442,290,2.000.000,262,2.000.000
Kamis,21,0,100.000,mtc,451,349,2.000.000,345,100.000
Kamis,14,8,500.000,btc,590,278,100.000,394,500.000
Minggu,3,0,50.000,bnb,397,496,100.000,126,100.000
Sabtu,15,4,100.000,mtc,235,958,1.555.345.355,236,2.000.000
Selasa,24,10,50.000,btc,453,575,1.555.345.355,398,500.000
Senin,26,6,50.000,bnb,384,820,100.000,249,2.000.000
Sabtu,30,2,100.000,bnb,268,7,1.555.345.355,492,500.000
Minggu,16,1,500.000,mtc,374,740,2.000.000,217,500.000
Jumat,27,10,100.000,btc,285,730,2.000.000,279,100.000
Kamis,22,2,100.000,btc,479,80,2.000.000,246,2.000.000
Minggu,16,6,50.000,btc,244,536,2.000.000,121,500.000
Selasa,18,2,50.000,mtc,266,424,100.000,109,100.000
Selasa,17,11,500.000,bnb,331,487,1.555.345.355,183,2.000.000
Sabtu,8,9,500.000,btc,205,558,1.555.345.355,239,2.000.000
Jumat,21,9,100.000,btc,259,617,100.000,297,100.000
Rabu,3,0,100.000,mtc,478,310,1.555.345.355,301,500.000
Sabtu,27,5,50.000,mtc,551,832,1.555.345.355,463,2.000.000
Selasa,30,4,500.000,mtc,305,805,1.555.345.355,428,100.000
Rabu,25,10,100.000,bnb,573,274,1.555.345.355,423,2.000.000
Senin,15,9,50.000,bnb,202,439,1.555.345.355,453,500.000
Jumat,22,3,500.000,mtc,351,208,1.555.345.355,428,2.000.000
Jumat,12,6,100.000,bnb,565,891,100.000,216,500.000
Senin,7,2,100.000,mtc,451,990,1.555.345.355,354,500.000
Jumat,23,3,500.000,mtc,220,710,100.000,241,2.000.000
Kamis,28,8,100.000,mtc,299,706,2.000.000,299,100.000
Rabu,6,3,100.000,btc,226,520,1.555.345.355,436,2.000.000
Sabtu,8,10,100.000,mtc,281,979,100.000,447,100.000
Senin,27,9,100.000,bnb,301,947,2.000.000,396,2.000.000
Selasa,15,3,500.000,bnb,585,979,100.000,316,500.000
Kamis,3,3,50.000,btc,230,946,100.000,117,500.000
Kamis,21,1,50.000,bnb,426,392,2.000.000,286,500.000
Rabu,12,3,100.000,mtc,315,330,100.000,283,100.000
Senin,22,3,50.000,btc,245,978,100.000,499,100.000
Kamis,21,5,100.000,btc,254,146,2.000.000,461,100.000
Minggu,5,11,50.000,btc,388,38,2.000.000,467,2.000.000
Kamis,21,4,500.000,bnb,424,794,2.000.000,455,2.000.000
Minggu,28,8,50.000,btc,474,171,2.000.000,467,500.000
Senin,24,2,100.000,mtc,578,306,2.000.000,369,2.000.000
Kamis,2,0,100.000,btc,409,963,1.555.345.355,188,500.000
Kamis,25,4,100.000,bnb,594,30,100.000,317,100.000
Kamis,2,0,100.000,btc,274,648,2.000.000,263,100.000
Sabtu,22,5,100.000,bnb,247,465,100.000,458,2.000.000
Senin,11,4,100.000,bnb,596,327,100.000,352,500.000
Selasa,17,6,500.000,mtc,331,782,2.000.000,112,100.000
Rabu,2,11,500.000,btc,216,634,2.000.000,323,500.000
Selasa,20,5,500.000,btc,448,779,2.000.000,239,2.000.000
Jumat,2,3,50.000,bnb,329,684,100.000,425,2.000.000
Jumat,10,2,500.000,mtc,335,450,100.000,363,100.000
Minggu,17,10,500.000,btc,510,333,2.000.000,377,100.000
Minggu,29,1,50.000,btc,283,546,1.555.345.355,158,100.000
Senin,13,8,50.000,btc,446,357,1.555.345.355,396,500.000
Minggu,10,3,50.000,btc,428,603,1.555.345.355,249,500.000
Rabu,29,4,50.000,mtc,237,369,1.555.345.355,440,100.000
Selasa,1,7,500.000,mtc,579,471,1.555.345.355,148,100.000
Kamis,19,4,100.000,btc,298,28,2.000.000,410,2.000.000
Selasa,16,3,500.000,bnb,293,866,100.000,351,100.000
Minggu,6,10,100.000,mtc,254,781,100.000,317,500.000
Jumat,21,6,100.000,btc,432,269,2.000.000,315,100.000
Kamis,16,5,500.000,mtc,305,389,100.000,447,500.000
Selasa,7,7,50.000,btc,578,483,2.000.000,304,2.000.000
Sabtu,5,10,100.000,mtc,484,914,2.000.000,106,100.000
Kamis,3,0,100.000,bnb,283,980,100.000,301,100.000
Rabu,6,1,500.000,btc,558,975,2.000.000,409,2.000.000
Rabu,28,5,500.000,mtc,558,728,2.000.000,208,100.000
Senin,3,4,50.000,btc,215,898,1.555.345.355,266,100.000
Kamis,13,6,50.000,bnb,326,844,1.555.345.355,286,500.000
Jumat,11,0,100.000,btc,343,761,1.555.345.355,131,100.000
Minggu,25,11,500.000,bnb,421,439,100.000,122,500.000
Rabu,29,5,100.000,btc,238,969,2.000.000,173,2.000.000
Sabtu,16,6,500.000,bnb,570,417,2.000.000,320,2.000.000
Kamis,16,9,50.000,btc,544,272,100.000,235,500.000
Minggu,1,11,50.000,btc,312,962,100.000,320,100.000
Sabtu,21,2,50.000,mtc,534,251,2.000.000,214,500.000
Minggu,26,7,500.000,mtc,202,963,100.000,210,500.000
Kamis,12,10,500.000,btc,212,493,1.555.345.355,184,2.000.000
Selasa,14,3,50.000,mtc,455,591,100.000,358,500.000
Rabu,11,10,100.000,bnb,322,986,1.555.345.355,480,2.000.000
Sabtu,11,4,500.000,bnb,540,716,100.000,491,500.000
Kamis,4,5,500.000,btc,558,842,1.555.345.355,435,2.000.000
Rabu,19,10,100.000,mtc,544,522,2.000.000,291,500.000
Jumat,1,9,100.000,btc,242,536,2.000.000,440,100.000
Kamis,17,3,50.000,btc,575,473,1.555.345.355,374,500.000
Selasa,12,9,100.000,bnb,516,244,1.555.345.355,136,2.000.000
Selasa,21,7,50.000,mtc,206,999,2.000.000,172,500.000
Senin,7,10,100.000,btc,257,385,1.555.345.355,499,500.000
Sabtu,24,1,100.000,bnb,517,500,100.000,483,100.000
Jumat,12,11,100.000,bnb,247,50,1.555.345.355,477,500.000
Minggu,23,3,500.000,bnb,477,414,2.000.000,201,500.000
Jumat,6,9,50.000,btc,595,398,100.000,317,2.000.000
Kamis,16,7,500.000,btc,500,805,100.000,342,100.000
Sabtu,9,11,100.000,bnb,319,480,1.555.345.355,247,500.000
Jumat,25,0,50.000,mtc,451,86,100.000,130,500.000
Minggu,5,10,50.000,bnb,291,240,100.000,384,2.000.000
Rabu,6,9,100.000,bnb,475,785,2.000.000,328,500.000
Kamis,2,6,50.000,bnb,493,206,2.000.000,274,2.000.000
Sabtu,1,6,50.000,bnb,466,17,100.000,258,2.000.000
Selasa,10,11,100.000,mtc,241,678,2.000.000,388,2.000.000
Selasa,29,3,500.000,bnb,322,370,2.000.000,207,2.000.000
Minggu,13,5,500.000,btc,376,476,1.555.345.355,226,500.000
Selasa,26,11,500.000,btc,549,721,100.000,402,500.000
Jumat,2,1,500.000,bnb,566,414,2.000.000,318,100.000
Jumat,26,6,500.000,mtc,410,140,2.000.000,372,2.000.000
Minggu,14,11,100.000,bnb,323,10,1.555.345.355,460,500.000
Rabu,28,6,100.000,mtc,545,462,100.000,462,2.000.000
Minggu,25,3,50.000,mtc,433,331,2.000.000,190,500.000
Rabu,16,8,50.000,mtc,358,211,1.555.345.355,365,2.000.000
Selasa,8,8,500.000,btc,332,765,2.000.000,341,500.000
Jumat,18,1,100.000,btc,223,812,100.000,379,2.000.000
Rabu,6,2,100.000,btc,435,71,100.000,441,100.000
Kamis,28,3,500.000,mtc,231,696,1.555.345.355,258,100.000
Jumat,24,3,50.000,bnb,306,844,1.555.345.355,377,100.000
Selasa,20,2,500.000,btc,542,327,2.000.000,343,2.000.000
Senin,29,1,500.000,bnb,371,689,2.000.000,421,2.000.000
Jumat,11,2,100.000,bnb,567,799,1.555.345.355,346,500.000
Minggu,16,5,50.000,mtc,305,802,100.000,169,100.000
Minggu,9,4,500.000,mtc,427,792,1.555.345.355,146,100.000
Senin,11,4,50.000,btc,234,363,2.000.000,417,2.000.000
Sabtu,26,5,500.000,btc,494,102,100.000,451,100.000
Jumat,3,2,100.000,mtc,270,137,1.555.345.355,470,2.000.000
Rabu,27,11,50.000,bnb,428,830,1.555.345.355,241,2.000.000
Kamis,17,2,500.000,bnb,290,595,100.000,178,100.000
Jumat,23,10,50.000,mtc,277,772,1.555.345.355,258,2.000.000
Sabtu,24,9,100.000,btc,586,81,2.000.000,231,100.000
Jumat,21,6,500.000,mtc,480,598,2.000.000,229,100.000
Minggu,8,5,500.000,bnb,239,478,1.555.345.355,365,2.000.000
Rabu,12,9,50.000,mtc,327,257,2.000.000,482,2.000.000
Sabtu,8,1,500.000,btc,484,440,1.555.345.355,281,100.000
Minggu,12,0,500.000,mtc,476,805,2.000.000,249,2.000.000
Kamis,29,8,50.000,mtc,440,979,100.000,396,100.000
Senin,21,5,50.000,bnb,542,446,100.000,336,2.000.000
Senin,10,8,100.000,btc,360,580,100.000,343,100.000
Kamis,9,7,100.000,mtc,514,444,1.555.345.355,242,500.000
Kamis,25,0,50.000,bnb,540,262,100.000,249,2.000.000
Sabtu,21,2,50.000,mtc,225,692,100.000,426,2.000.000
Kamis,13,0,100.000,bnb,295,998,1.555.345.355,462,500.000
Senin,12,6,500.000,btc,205,69,100.000,160,100.000
Senin,6,1,100.000,bnb,488,136,1.555.345.355,207,2.000.000
Rabu,11,5,500.000,bnb,539,645,1.555.345.355,155,500.000
Kamis,16,4,50.000,btc,489,223,100.000,417,2.000.000
Selasa,20,1,50.000,btc,391,708,1.555.345.355,499,2.000.000
Minggu,10,1,500.000,btc,478,247,1.555.345.355,374,2.000.000
Senin,5,8,100.000,btc,277,959,1.555.345.355,334,100.000
Jumat,27,3,500.000,mtc,455,497,100.000,316,500.000
Kamis,15,11,50.000,mtc,398,207,100.000,269,2.000.000
Sabtu,28,5,100.000,btc,570,786,100.000,163,100.000
Selasa,8,4,50.000,bnb,342,972,2.000.000,423,2.000.000
Kamis,30,7,100.000,mtc,271,745,2.000.000,260,100.000
Rabu,17,4,50.000,mtc,226,190,2.000.000,369,500.000
Selasa,25,10,50.000,mtc,261,136,2.000.000,343,100.000
Rabu,1,11,500.000,mtc,553,347,100.000,194,100.000
Kamis,26,10,500.000,mtc,473,699,100.000,260,500.000
Senin,3,7,50.000,mtc,301,310,100.000,186,2.000.000
Minggu,5,9,100.000,mtc,490,937,2.000.000,304,2.000.000
Minggu,28,11,50.000,btc,541,751,1.555.345.355,476,100.000
Senin,8,3,500.000,btc,499,826,100.000,436,2.000.000
Sabtu,7,1,50.000,bnb,227,313,1.555.345.355,264,2.000.000
Selasa,12,8,50.000,bnb,568,25,1.555.345.355,184,500.000
Jumat,18,6,100.000,bnb,464,869,100.000,250,2.000.000
Minggu,23,7,100.000,mtc,581,464,100.000,367,2.000.000
Jumat,17,7,50.000,btc,281,77,100.000,177,2.000.000
Kamis,26,1,100.000,bnb,499,378,2.000.000,272,2.000.000
Jumat,22,3,100.000,bnb,387,861,1.555.345.355,497,500.000
Senin,9,2,100.000,mtc,272,89,2.000.000,336,100.000
Kamis,11,7,50.000,mtc,427,284,100.000,117,500.000
Sabtu,17,9,100.000,mtc,273,674,1.555.345.355,172,500.000
Minggu,4,0,500.000,bnb,476,693,2.000.000,139,2.000.000
Jumat,15,0,50.000,bnb,319,649,1.555.345.355,364,2.000.000
Rabu,30,2,100.000,mtc,320,560,2.000.000,232,2.000.000
Senin,26,2,50.000,mtc,474,632,1.555.345.355,369,2.000.000
Sabtu,17,10,100.000,btc,279,354,2.000.000,144,500.000
Minggu,14,7,500.000,btc,433,106,2.000.000,143,2.000.000
Kamis,18,0,100.000,mtc,396,843,1.555.345.355,324,100.000
Kamis,13,9,50.000,mtc,258,55,2.000.000,298,100.000
Selasa,23,4,50.000,mtc,435,427,2.000.000,161,2.000.000
Senin,6,8,500.000,mtc,227,575,1.555.345.355,372,2.000.000
Minggu,6,3,50.000,bnb,572,855,2.000.000,211,2.000.000
Minggu,26,6,50.000,mtc,218,60,2.000.000,299,500.000
Jumat,29,2,500.000,bnb,234,180,1.555.345.355,198,2.000.000
Minggu,29,4,100.000,bnb,586,597,2.000.000,494,100.000
Selasa,25,0,500.000,bnb,450,822,100.000,141,500.000
Rabu,29,10,500.000,btc,269,796,1.555.345.355,406,2.000.000
Senin,5,4,500.000,btc,531,522,2.000.000,422,2.000.000
Rabu,14,3,100.000,bnb,453,77,100.000,368,100.000
Senin,6,5,100.000,btc,308,409,1.555.345.355,474,500.000
Selasa,5,10,500.000,btc,340,416,1.555.345.355,372,100.000
Selasa,18,8,50.000,bnb,292,341,100.000,279,500.000
Jumat,22,5,100.000,bnb,334,989,2.000.000,233,500.000
Minggu,22,6,50.000,btc,391,436,1.555.345.355,116,2.000.000
Sabtu,10,8,500.000,mtc,501,485,2.000.000,454,500.000
Jumat,17,10,500.000,bnb,414,585,2.000.000,149,2.000.000
Kamis,13,5,100.000,mtc,294,77,2.000.000,158,500.000
Sabtu,15,1,50.000,mtc,414,720,1.555.345.355,282,100.000
Kamis,14,0,100.000,bnb,269,481,100.000,434,500.000
Senin,9,7,500.000,btc,344,703,2.000.000,410,2.000.000
Selasa,21,1,50.000,bnb,210,358,100.000,214,100.000
Senin,16,3,50.000,btc,292,434,2.000.000,160,500.000
Selasa,15,9,100.000,btc,214,901,2.000.000,118,2.000.000
Kamis,24,7,500.000,bnb,332,352,100.000,138,2.000.000
Rabu,13,11,50.000,bnb,585,683,2.000.000,424,100.000
Senin,11,6,50.000,bnb,576,670,100.000,462,100.000
Sabtu,22,4,500.000,bnb,523,161,2.000.000,458,500.000
Sabtu,6,6,50.000,mtc,260,424,1.555.345.355,312,100.000
Kamis,18,10,100.000,mtc,481,788,1.555.345.355,227,100.000
Jumat,19,2,500.000,bnb,513,388,1.555.345.355,151,500.000
Selasa,11,10,500.000,bnb,439,298,100.000,282,2.000.000
Selasa,11,1,50.000,btc,521,366,2.000.000,128,500.000
Senin,24,3,500.000,mtc,242,340,100.000,142,100.000
Selasa,3,10,100.000,bnb,227,475,100.000,351,100.000
Kamis,24,4,50.000,mtc,424,427,2.000.000,216,2.000.000
Senin,6,10,50.000,bnb,575,394,1.555.345.355,264,500.000
Selasa,15,9,500.000,btc,452,580,2.000.000,163,100.000
Jumat,23,4,100.000,bnb,433,999,1.555.345.355,182,2.000.000
Rabu,25,8,500.000,bnb,438,237,2.000.000,282,2.000.000
Kamis,4,4,50.000,mtc,455,654,1.555.345.355,370,100.000
Jumat,9,5,100.000,mtc,409,213,2.000.000,158,100.000
Sabtu,27,8,500.000,btc,486,696,2.000.000,223,2.000.000
Senin,13,5,50.000,bnb,380,149,100.000,490,100.000
Selasa,24,5,50.000,btc,241,40,2.000.000,239,500.000
Selasa,21,4,500.000,btc,515,814,2.000.000,193,2.000.000
Jumat,24,0,50.000,btc,278,145,1.555.345.355,390,100.000
Minggu,22,5,100.000,btc,472,109,2.000.000,117,100.000
Jumat,16,7,50.000,bnb,491,158,100.000,311,100.000
Sabtu,25,9,100.000,btc,516,561,1.555.345.355,165,100.000
Selasa,8,4,500.000,mtc,531,715,1.555.345.355,491,2.000.000
Sabtu,10,7,500.000,bnb,256,365,2.000.000,249,500.000
Jumat,7,9,50.000,btc,378,705,2.000.000,142,2.000.000
Jumat,23,8,500.000,mtc,369,529,2.000.000,175,500.000
Minggu,10,7,50.000,bnb,590,922,2.000.000,398,2.000.000
Minggu,21,7,100.000,mtc,250,758,2.000.000,198,2.000.000
Selasa,18,11,500.000,mtc,264,652,100.000,469,2.000.000
Senin,5,4,100.000,btc,280,908,1.555.345.355,458,100.000
Kamis,3,0,500.000,bnb,425,662,1.555.345.355,401,500.000
Sabtu,7,7,500.000,btc,295,632,2.000.000,482,2.000.000
